"","Chirsutav12","pval","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","X","Athaliana","Chir_length","Ath_length","TF","TF_family","Gene_code_name","Gene_functions"
"4275","Chir06Ox-b36990.2",5.43697541642407e-264,0.412954822464165,0.569,0.253,1.06890936686897e-259,"6","Chir06Ox-b36990.2",15353,"AT5G01090",1963,1596,NA,NA,"F7J8.70","extracellular region, meristem development, molecular_function, negative regulation of gene expression, negative regulation of nucleobase-containing compound metabolic process"
"4276","Chir04Ox-b18670.21",1.15985120672395e-263,0.387084820845372,0.664,0.316,2.28026747241929e-259,"6","Chir04Ox-b18670.2",NA,NA,NA,NA,NA,NA,NA,NA
"4277","Chir04Ox-b29620.21",1.95091172603896e-263,0.313436384999242,0.584,0.235,3.83549245339259e-259,"6","Chir04Ox-b29620.2",NA,NA,NA,NA,NA,NA,NA,NA
"4278","Chir08Ox-b30240.22",1.47765094042893e-262,0.630627297146725,0.87,0.644,2.90506174888328e-258,"6","Chir08Ox-b30240.2",NA,NA,NA,NA,NA,NA,NA,NA
"4279","Chir02Ox-b22000.2",4.19138131447562e-261,0.484336013491363,0.67,0.345,8.24025566425907e-257,"6","Chir02Ox-b22000.2",4923,"AT1G75060",2453,2242,NA,NA,"AFR1","histone deacetylase complex, nucleus, protein binding, regulation of circadian rhythm, regulation of DNA-templated transcription, transcription coregulator activity"
"4280","Chir05Ox-b26040.21",7.0566218343274e-260,0.409628026186009,1,0.998,1.38733185262877e-255,"6","Chir05Ox-b26040.2",NA,NA,NA,NA,NA,NA,NA,NA
"4281","Chir07Ox-b25410.2",3.70292335765618e-258,0.52991763292816,0.37,0.114,7.27994732115206e-254,"6","Chir07Ox-b25410.2",17217,"AT4G28230",1554,1528,NA,NA,"F26K10.110","anatomical structure maturation, cytokinesis, developmental cell growth, developmental growth involved in morphogenesis, meiotic cell cycle process, mitotic cell cycle phase transition, molecular_function, nuclear division, nucleus, plant epidermal cell differentiation, plant epidermis development, regulation of cell cycle phase transition, regulation of chromosome organization, regulation of mitotic cell cycle, root morphogenesis, tissue development"
"4282","Chir02Ox-b23390.2",1.02334724048792e-257,0.495462197858868,0.208,0.038,2.01190067479925e-253,"6","Chir02Ox-b23390.2",NA,NA,NA,NA,NA,NA,NA,NA
"4283","Chir03Ox-b15540.21",6.24601030263548e-257,0.578771261824229,0.88,0.681,1.22796562549814e-252,"6","Chir03Ox-b15540.2",NA,NA,NA,NA,NA,NA,NA,NA
"4284","Chir08Ox-b02270.21",7.60228128373912e-257,0.639305479331807,0.62,0.304,1.49460850038311e-252,"6","Chir08Ox-b02270.2",NA,NA,NA,NA,NA,NA,NA,NA
"4285","Chir08Ox-b18100.2",1.0688461035554e-256,0.79408496860535,0.281,0.068,2.10135143958991e-252,"6","Chir08Ox-b18100.2",19499,"AT5G56120",1384,1240,NA,NA,"MDA7.18","biological_process, mitochondrion, molecular_function"
"4286","Chir05Ox-b01390.2",1.27965282160838e-256,0.598723501369298,0.74,0.457,2.51579744728208e-252,"6","Chir05Ox-b01390.2",10621,"AT2G02470",2694,2421,NA,NA,"AL6","cellular response to phosphate starvation, histone binding, metal ion homeostasis, methylated histone binding, mitochondrion, nucleus, protein binding, regulation of DNA-templated transcription, root hair elongation, transcription cis-regulatory region binding, transcription coregulator activity"
"4287","Chir04Ox-b05080.21",1.69129582501082e-256,0.589764754141316,0.735,0.426,3.32508759197127e-252,"6","Chir04Ox-b05080.2",NA,NA,NA,NA,NA,NA,NA,NA
"4288","Chir08Ox-b30440.2",3.19035753978351e-256,0.98935361999429,0.352,0.104,6.27224292321437e-252,"6","Chir08Ox-b30440.2",NA,NA,NA,NA,NA,NA,NA,NA
"4289","Chir01Ox-b14970.21",7.84393189361528e-256,0.539128454607491,0.889,0.666,1.54211701028476e-251,"6","Chir01Ox-b14970.2",NA,NA,NA,NA,NA,NA,NA,NA
"4290","Chir03Ox-b34830.2",1.26337078259125e-255,0.307812367535827,0.531,0.215,2.4837869585744e-251,"6","Chir03Ox-b34830.2",8113,"AT2G20300",8254,4446,NA,NA,"AT2G20300.1","extracellular region, kinase activity, plant epidermis development, plant organ formation, protein autophosphorylation, protein serine/threonine kinase activity, protoderm histogenesis, shoot system development"
"4291","Chir06Ox-b12300.21",1.34801732293506e-255,0.625466179212879,0.734,0.419,2.65020205689033e-251,"6","Chir06Ox-b12300.2",NA,NA,NA,NA,NA,NA,NA,NA
"4292","Chir05Ox-b15850.21",3.1041846464937e-255,0.357107327015279,0.622,0.292,6.10282701500662e-251,"6","Chir05Ox-b15850.2",NA,NA,NA,NA,NA,NA,NA,NA
"4293","Chir01Ox-b30140.21",7.29246328211446e-255,0.487603710288879,0.789,0.502,1.4336982812637e-250,"6","Chir01Ox-b30140.2",NA,NA,NA,NA,NA,NA,NA,NA
"4294","Chir05Ox-b27810.21",2.56905296754074e-254,0.326990377600956,0.492,0.187,5.0507581341851e-250,"6","Chir05Ox-b27810.2",NA,NA,NA,NA,NA,NA,NA,NA
"4295","Chir03Ox-b01760.2",2.88763199573048e-254,1.91345024320324,0.396,0.132,5.67708450360612e-250,"6","Chir03Ox-b01760.2",5587,"AT3G02640",927,917,NA,NA,"F16B3.27","biological_process, mitochondrion, molecular_function"
"4296","Chir01Ox-b38820.2",4.00214123436562e-254,0.344877494815942,0.348,0.101,7.8682096667628e-250,"6","Chir01Ox-b38820.2",3069,"AT1G49870",4024,3633,NA,NA,"AT1G49870.1","cytoplasm, embryo development ending in seed dormancy"
"4297","Chir08Ox-b29460.21",6.82871970336855e-254,0.36791775536556,0.708,0.325,1.34252629368226e-249,"6","Chir08Ox-b29460.2",NA,NA,NA,NA,NA,NA,NA,NA
"4298","Chir07Ox-b10980.21",7.06907977115094e-254,0.580824285083865,0.602,0.293,1.38978108300828e-249,"6","Chir07Ox-b10980.2",NA,NA,NA,NA,NA,NA,NA,NA
"4299","Chir01Ox-b21000.2",5.18565837562141e-253,0.492838192779807,0.918,0.751,1.01950043664717e-248,"6","Chir01Ox-b21000.2",1778,"AT1G21190",1299,1293,NA,NA,"LSM3A","catalytic step 2 spliceosome, Lsm1-7-Pat1 complex, mRNA splicing, via spliceosome, nucleus, P-body, P-body assembly, precatalytic spliceosome, RNA binding, U4/U6 x U5 tri-snRNP complex, U6 snRNP"
"4300","Chir06Ox-b31770.2",1.0494251046366e-252,0.31504119029715,0.497,0.188,2.06316975571556e-248,"6","Chir06Ox-b31770.2",14916,"AT5G07180",6557,6148,NA,NA,"ERL2","embryo sac development, identical protein binding, kinase activity, plant ovule development, plasma membrane, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, receptor serine/threonine kinase binding, stomatal complex morphogenesis"
"4301","Chir01Ox-b00630.2",1.1969113936877e-252,1.33060545587225,0.608,0.291,2.35312779999001e-248,"6","Chir01Ox-b00630.2",NA,NA,NA,NA,NA,NA,NA,NA
"4302","Chir01Ox-b16500.2",2.39320555627022e-252,0.440911076020267,0.997,0.97,4.70504212362725e-248,"6","Chir01Ox-b16500.2",1379,"AT1G16470",2904,2937,NA,NA,"PAB1","chloroplast, cytosol, cytosolic ribosome, nucleus, proteasomal protein catabolic process, proteasome complex, proteasome core complex, proteasome core complex, alpha-subunit complex, response to zinc ion, ubiquitin-dependent protein catabolic process"
"4303","Chir04Ox-b10210.21",6.17476261514768e-251,0.78921108560186,0.527,0.221,1.21395833013803e-246,"6","Chir04Ox-b10210.2",NA,NA,NA,NA,NA,NA,NA,NA
"4304","Chir02Ox-b26850.2",9.38226150186954e-251,0.461796758947952,0.863,0.632,1.84455261126755e-246,"6","Chir02Ox-b26850.2",5315,"AT1G79650",3461,3370,NA,NA,"RAD23B","cellular component biogenesis, cytoplasm, cytosol, damaged DNA binding, nucleoplasm, nucleotide-excision repair, nucleus, polyubiquitin modification-dependent protein binding, proteasome binding, proteasome-mediated ubiquitin-dependent protein catabolic process, protein binding, response to inorganic substance, seed development, shoot system development, ubiquitin binding"
"4305","Chir06Ox-b19030.2",1.44550172370658e-250,0.519131319127598,0.92,0.777,2.84185638880713e-246,"6","Chir06Ox-b19030.2",NA,NA,NA,NA,NA,NA,NA,NA
"4306","Chir02Ox-b23650.21",4.70786945144097e-250,0.796566059140342,0.535,0.224,9.25567134153295e-246,"6","Chir02Ox-b23650.2",NA,NA,NA,NA,NA,NA,NA,NA
"4307","Chir07Ox-b19650.21",2.00144484091773e-248,0.303337506492753,0.384,0.125,3.93484055724426e-244,"6","Chir07Ox-b19650.2",NA,NA,NA,NA,NA,NA,NA,NA
"4308","Chir04Ox-b02920.2",4.91755480795492e-248,0.434936586318783,0.43,0.155,9.66791275243938e-244,"6","Chir04Ox-b02920.2",8385,"AT2G23530",2685,2486,NA,NA,"F26B6.18","molecular_function, nucleus, regulation of DNA-templated transcription"
"4309","Chir03Ox-b17990.21",4.39005033075728e-247,0.522486884470355,0.899,0.718,8.63083895026881e-243,"6","Chir03Ox-b17990.2",NA,NA,NA,NA,NA,NA,NA,NA
"4310","Chir06Ox-b19290.21",1.24448763796365e-246,0.46000514455218,0.984,0.933,2.44666269623653e-242,"6","Chir06Ox-b19290.2",NA,NA,NA,NA,NA,NA,NA,NA
"4311","Chir01Ox-b16980.21",2.79764646354811e-246,0.504054307357657,0.978,0.924,5.50017294733558e-242,"6","Chir01Ox-b16980.2",NA,NA,NA,NA,NA,NA,NA,NA
"4312","Chir01Ox-b00980.21",3.34560390731691e-246,0.474715494794245,0.869,0.606,6.57745728178504e-242,"6","Chir01Ox-b00980.2",NA,NA,NA,NA,NA,NA,NA,NA
"4313","Chir01Ox-b19880.2",1.18784956936858e-244,0.284438649175204,0.399,0.134,2.33531225337863e-240,"6","Chir01Ox-b19880.2",1683,"AT1G19980",1982,2038,NA,NA,"T20H2.28","cell division, defense response to other organism, microtubule cytoskeleton organization, molecular_function, negative regulation of macromolecule metabolic process, negative regulation of nitrogen compound metabolic process, plasma membrane"
"4314","Chir01Ox-b12330.2",1.67017824401891e-244,0.535251985413993,0.723,0.425,3.28357042774118e-240,"6","Chir01Ox-b12330.2",1036,"AT1G12430",5279,5078,NA,NA,"PAK","ATP hydrolysis activity, cytoskeleton-dependent intracellular transport, kinesin complex, microtubule, microtubule binding, microtubule motor activity, microtubule-based movement, preprophase band, regulation of microtubule-based process, root development"
"4315","Chir04Ox-b28410.2",4.20490736770234e-244,0.45142966255233,0.586,0.279,8.26684788490281e-240,"6","Chir04Ox-b28410.2",10275,"AT2G45590",2556,3123,NA,NA,"F17K2.12","inorganic ion homeostasis, negative regulation of metabolic process, nucleus, protein phosphorylation, protein serine/threonine kinase activity, regulation of cellular component organization"
"4316","Chir03Ox-b31430.21",8.73419638992384e-243,0.67987552355917,0.638,0.34,1.71714301025903e-238,"6","Chir03Ox-b31430.2",NA,NA,NA,NA,NA,NA,NA,NA
"4317","Chir08Ox-b28330.21",9.67086511828132e-243,0.468791188552457,0.994,0.958,1.90129208225411e-238,"6","Chir08Ox-b28330.2",NA,NA,NA,NA,NA,NA,NA,NA
"4318","Chir03Ox-b23990.21",1.53835225035327e-242,0.337547949211618,0.55,0.237,3.02440052419454e-238,"6","Chir03Ox-b23990.2",NA,NA,NA,NA,NA,NA,NA,NA
"4319","Chir06Ox-b09560.21",9.13940255529421e-242,0.475289696316802,0.954,0.835,1.79680654237084e-237,"6","Chir06Ox-b09560.2",NA,NA,NA,NA,NA,NA,NA,NA
"4320","Chir06Ox-b25420.21",1.42388467117935e-241,0.499752838188197,0.985,0.955,2.79935726353861e-237,"6","Chir06Ox-b25420.2",NA,NA,NA,NA,NA,NA,NA,NA
"4321","Chir01Ox-b07390.21",2.47528772225357e-241,0.536041884883956,0.506,0.206,4.86641566195052e-237,"6","Chir01Ox-b07390.2",NA,NA,NA,NA,NA,NA,NA,NA
"4322","Chir01Ox-b09240.21",3.12370695486448e-241,0.583625933743783,0.86,0.677,6.14120787326357e-237,"6","Chir01Ox-b09240.2",NA,NA,NA,NA,NA,NA,NA,NA
"4323","Chir06Ox-b35940.2",1.36746187155751e-240,0.67629588395834,0.862,0.689,2.68843003948207e-236,"6","Chir06Ox-b35940.2",15264,"AT5G03040",2802,3185,NA,NA,"AT5G03040.1","carboxylic acid metabolic process, cell division, cell wall biogenesis, developmental growth, developmental growth involved in morphogenesis, microtubule, nucleus, plant epidermis development, plant-type cell wall organization or biogenesis, plasma membrane, response to light stimulus, shoot system development"
"4324","Chir03Ox-b09520.21",4.66966737579533e-240,0.300803018414222,0.327,0.094,9.18056606081362e-236,"6","Chir03Ox-b09520.2",NA,NA,NA,NA,NA,NA,NA,NA
"4325","Chir08Ox-b16640.2",7.0455223123154e-240,0.379638533878782,0.578,0.27,1.38514968660121e-235,"6","Chir08Ox-b16640.2",19379,"AT5G54670",4991,4849,NA,NA,"ATK3","ATP hydrolysis activity, kinesin complex, microtubule, microtubule binding, microtubule motor activity, microtubule-based movement, mitochondrion, nucleus, spindle assembly"
"4326","Chir01Ox-b10590.22",2.04497966011698e-239,0.581233617319269,0.59,0.282,4.02043001178998e-235,"6","Chir01Ox-b10590.2",NA,NA,NA,NA,NA,NA,NA,NA
"4327","Chir01Ox-b41390.21",2.60016654463621e-239,0.452195328146291,0.962,0.852,5.11192742675478e-235,"6","Chir01Ox-b41390.2",NA,NA,NA,NA,NA,NA,NA,NA
"4328","Chir05Ox-b07000.21",1.78051039205195e-238,0.455065456147991,0.422,0.141,3.50048343077413e-234,"6","Chir05Ox-b07000.2",NA,NA,NA,NA,NA,NA,NA,NA
"4329","Chir05Ox-b17110.2",4.71770365685086e-238,0.749576764673723,0.323,0.093,9.27500538936879e-234,"6","Chir05Ox-b17110.2",11639,"AT3G51740",3231,3317,NA,NA,"IMK2","anatomical structure formation involved in morphogenesis, cell division, embryo development, fruit development, kinase activity, membrane, multicellular organismal reproductive process, plant-type cell wall, plasma membrane, plasmodesma, protein kinase activity, protein phosphorylation, tissue development"
"4330","Chir08Ox-b30340.2",2.91599667827222e-237,1.44129158334282,0.329,0.097,5.73284946948318e-233,"6","Chir08Ox-b30340.2",20531,"AT5G66230",1565,3019,NA,NA,"AT5G66230.2","chloroplast, intramolecular lyase activity, negative regulation of cellular process, plant-type secondary cell wall biogenesis, stomatal complex development"
"4331","Chir03Ox-b01650.2",5.16878373156511e-237,0.483811684574,0.948,0.799,1.0161828816257e-232,"6","Chir03Ox-b01650.2",5579,"AT3G02530",4082,4086,NA,NA,"AT3G02530.1","ATP hydrolysis activity, chaperonin-containing T-complex, cytoplasm, cytosol, protein folding, response to zinc ion, unfolded protein binding"
"4332","Chir01Ox-b19990.21",1.29750510852182e-236,0.974583452503474,0.921,0.802,2.55089504335389e-232,"6","Chir01Ox-b19990.2",NA,NA,NA,NA,NA,NA,NA,NA
"4333","Chir06Ox-b16460.21",1.71030567434015e-236,0.530495819084886,0.82,0.552,3.36246095575273e-232,"6","Chir06Ox-b16460.2",NA,NA,NA,NA,NA,NA,NA,NA
"4334","Chir08Ox-b22020.21",1.93922523482136e-236,0.448892275886724,0.573,0.244,3.81251681165879e-232,"6","Chir08Ox-b22020.2",NA,NA,NA,NA,NA,NA,NA,NA
"4335","Chir03Ox-b06900.21",2.33331366679595e-236,0.572295331030573,0.669,0.368,4.58729466892084e-232,"6","Chir03Ox-b06900.2",NA,NA,NA,NA,NA,NA,NA,NA
"4336","Chir05Ox-b23660.22",5.85206541715869e-236,0.646494606324056,0.629,0.305,1.1505160610134e-231,"6","Chir05Ox-b23660.2",NA,NA,NA,NA,NA,NA,NA,NA
"4337","Chir08Ox-b25700.2",1.19139580451888e-235,0.399714592869686,0.599,0.296,2.34228415168412e-231,"6","Chir08Ox-b25700.2",20133,"AT5G63140",1675,1763,NA,NA,"ATPAP29","acid phosphatase activity, cellular_component, dephosphorylation, hydrolase activity, acting on ester bonds"
"4338","Chir05Ox-b21410.2",6.51681205956712e-235,0.41809180206606,0.999,0.992,1.2812052509109e-230,"6","Chir05Ox-b21410.2",NA,NA,NA,NA,NA,NA,NA,NA
"4339","Chir04Ox-b12570.21",7.01876774322283e-234,0.298823294603271,0.345,0.109,1.37988973831761e-229,"6","Chir04Ox-b12570.2",NA,NA,NA,NA,NA,NA,NA,NA
"4340","Chir03Ox-b00380.21",2.38404087554646e-232,0.483856356225381,0.469,0.175,4.68702436132434e-228,"6","Chir03Ox-b00380.2",NA,NA,NA,NA,NA,NA,NA,NA
"4341","Chir03Ox-b04700.21",4.64142384059895e-232,0.596093125362563,0.352,0.11,9.12503927061753e-228,"6","Chir03Ox-b04700.2",NA,NA,NA,NA,NA,NA,NA,NA
"4342","Chir04Ox-b20830.21",1.08946257520024e-231,0.746832565068884,0.688,0.408,2.14188342284367e-227,"6","Chir04Ox-b20830.2",NA,NA,NA,NA,NA,NA,NA,NA
"4343","Chir08Ox-b29050.21",1.20160101190918e-231,0.643753890758578,0.911,0.76,2.36234758941344e-227,"6","Chir08Ox-b29050.2",NA,NA,NA,NA,NA,NA,NA,NA
"4344","Chir04Ox-b16340.2",3.07704799540061e-231,0.538924245701041,0.26,0.064,6.04947635895759e-227,"6","Chir04Ox-b16340.2",9252,"AT2G34190",2855,3007,NA,NA,"F13P17.3","mitochondrion, transmembrane transporter activity, transporter activity"
"4345","Chir07Ox-b20820.21",3.61087772846953e-231,0.530607778852791,0.814,0.576,7.0989856141711e-227,"6","Chir07Ox-b20820.2",NA,NA,NA,NA,NA,NA,NA,NA
"4346","Chir02Ox-b23220.21",4.6283978766403e-231,0.537506520750255,0.827,0.47,9.09943022547484e-227,"6","Chir02Ox-b23220.2",NA,NA,NA,NA,NA,NA,NA,NA
"4347","Chir02Ox-b21510.2",9.16065392857624e-231,0.531981813557083,0.969,0.835,1.80098456235809e-226,"6","Chir02Ox-b21510.2",NA,NA,NA,NA,NA,NA,NA,NA
"4348","Chir07Ox-b00050.21",3.20276528895345e-230,0.471537870486329,0.918,0.739,6.29663655808248e-226,"6","Chir07Ox-b00050.2",NA,NA,NA,NA,NA,NA,NA,NA
"4349","Chir07Ox-b32310.2",7.0720340716976e-229,0.555980875726651,1,0.996,1.39036189849575e-224,"6","Chir07Ox-b32310.2",NA,NA,NA,NA,NA,NA,NA,NA
"4350","Chir01Ox-b22040.21",7.6344058299616e-229,0.475455312636669,0.98,0.891,1.50092418617045e-224,"6","Chir01Ox-b22040.2",NA,NA,NA,NA,NA,NA,NA,NA
"4351","Chir05Ox-b16620.21",8.9475550855624e-229,0.748144766500306,0.3,0.084,1.75908932982157e-224,"6","Chir05Ox-b16620.2",NA,NA,NA,NA,NA,NA,NA,NA
"4352","Chir01Ox-b32830.21",3.97301865142235e-228,0.253349208854032,0.321,0.094,7.81095466869635e-224,"6","Chir01Ox-b32830.2",NA,NA,NA,NA,NA,NA,NA,NA
"4353","Chir06Ox-b14720.2",1.02180953901261e-227,1.39144423185313,0.388,0.139,2.00887755369878e-223,"6","Chir06Ox-b14720.2",13488,"AT5G25090",754,799,NA,NA,"ENODL13","electron transfer activity, membrane, plasma membrane, plasmodesma, plastid"
"4354","Chir05Ox-b05360.21",1.97655700469193e-227,0.253607524874872,0.361,0.116,3.88591107122433e-223,"6","Chir05Ox-b05360.2",NA,NA,NA,NA,NA,NA,NA,NA
"4355","Chir06Ox-b29260.21",2.50409969229389e-227,0.591540088062226,0.838,0.599,4.92305999504979e-223,"6","Chir06Ox-b29260.2",NA,NA,NA,NA,NA,NA,NA,NA
"4356","Chir08Ox-b23100.21",2.88230625636249e-227,0.449108360897348,0.858,0.643,5.66661410000866e-223,"6","Chir08Ox-b23100.2",NA,NA,NA,NA,NA,NA,NA,NA
"4357","Chir05Ox-b16570.2",5.19752511629415e-227,0.990150380201649,0.34,0.104,1.02183343786343e-222,"6","Chir05Ox-b16570.2",11596,"AT3G51230",1072,1288,NA,NA,"AT3G51230.1","negative regulation of cellular process, nucleus"
"4358","Chir06Ox-b00810.2",1.06702951463921e-226,0.398633291495228,0.645,0.321,2.09778002578068e-222,"6","Chir06Ox-b00810.2",12685,"AT5G47060",1345,2025,NA,NA,"AT5G47060.1","cellular response to hypoxia, cytoplasm, kinase binding, nucleus, phosphatase binding, response to glucose, response to mannose, response to starvation, response to sucrose"
"4359","Chir08Ox-b29870.21",2.12106826342037e-226,0.431599948136087,0.941,0.806,4.17002020588445e-222,"6","Chir08Ox-b29870.2",NA,NA,NA,NA,NA,NA,NA,NA
"4360","Chir08Ox-b28110.2",2.88802338755722e-225,0.477967775673038,0.983,0.936,5.6778539799375e-221,"6","Chir08Ox-b28110.2",20348,"AT5G65430",2354,2443,NA,NA,"GRF8","brassinosteroid mediated signaling pathway, cytoplasm, cytosol, nucleus, plant-type cell wall, plasma membrane, plastid, protein binding, protein phosphorylated amino acid binding, regulation of metabolic process, response to cold, response to freezing, signal transduction"
"4361","Chir07Ox-b14500.21",3.32358598828998e-225,0.446387863462039,0.706,0.374,6.5341700529781e-221,"6","Chir07Ox-b14500.2",NA,NA,NA,NA,NA,NA,NA,NA
"4362","Chir03Ox-b20810.21",5.83613092104855e-225,0.595258088591091,0.863,0.65,1.14738333907814e-220,"6","Chir03Ox-b20810.2",NA,NA,NA,NA,NA,NA,NA,NA
"4363","Chir07Ox-b33340.21",1.09916444763831e-224,0.478041899813154,0.86,0.655,2.16095730405692e-220,"6","Chir07Ox-b33340.2",NA,NA,NA,NA,NA,NA,NA,NA
"4364","Chir01Ox-b09040.21",1.81491455448943e-224,0.27360760149993,0.411,0.149,3.56812201412622e-220,"6","Chir01Ox-b09040.2",NA,NA,NA,NA,NA,NA,NA,NA
"4365","Chir08Ox-b23580.2",6.82280736299745e-224,0.519928915453273,0.965,0.875,1.3413639275653e-219,"6","Chir08Ox-b23580.2",19945,"AT5G61130",2518,2407,NA,NA,"AtPDCB1","(1->3)-beta-D-glucan binding, callose deposition in cell wall, membrane, nucleus, plant-type cell wall, plasma membrane, plasmodesma, plastid, polysaccharide binding"
"4366","Chir01Ox-b14410.2",8.16444912444904e-223,0.535372907678463,0.69,0.399,1.60513069786668e-218,"6","Chir01Ox-b14410.2",1204,"AT1G14380",3465,3672,NA,NA,"AT1G14380.1","chemical homeostasis, cytoplasm, extracellular region, growth, microtubule associated complex, negative regulation of metabolic process, tissue development"
"4367","Chir03Ox-b17640.21",8.43528977347852e-223,0.55826277621805,0.928,0.721,1.65837796946588e-218,"6","Chir03Ox-b17640.2",NA,NA,NA,NA,NA,NA,NA,NA
"4368","Chir05Ox-b25990.21",3.15732763070426e-222,0.607127480816196,0.816,0.57,6.20730612196457e-218,"6","Chir05Ox-b25990.2",NA,NA,NA,NA,NA,NA,NA,NA
"4369","Chir02Ox-b16150.21",1.19960648698181e-221,0.313397584189812,0.519,0.214,2.35842635340624e-217,"6","Chir02Ox-b16150.2",NA,NA,NA,NA,NA,NA,NA,NA
"4370","Chir01Ox-b39340.21",1.61971737144566e-221,1.58695428505006,0.742,0.517,3.18436435226217e-217,"6","Chir01Ox-b39340.2",NA,NA,NA,NA,NA,NA,NA,NA
"4371","Chir05Ox-b29080.2",4.44321142511253e-221,0.477701238005717,0.537,0.24,8.73535366177123e-217,"6","Chir05Ox-b29080.2",12603,"AT3G63430",2731,2330,NA,NA,"TRM5","cytokinesis, meiotic cell cycle, molecular_function, nucleus, regulation of monopolar cell growth"
"4372","Chir02Ox-b25320.21",4.34430041096985e-220,0.461168321115598,0.987,0.947,8.54089460796673e-216,"6","Chir02Ox-b25320.2",NA,NA,NA,NA,NA,NA,NA,NA
"4373","Chir01Ox-b20430.2",6.5778218198517e-220,0.431222953197038,0.984,0.917,1.29319976978284e-215,"6","Chir01Ox-b20430.2",1732,"AT1G20580",1669,1932,NA,NA,"SMD3B","catalytic step 2 spliceosome, commitment complex, defense response to bacterium, developmental growth, innate immune response, mRNA splicing, via spliceosome, nucleolus, nucleus, pICln-Sm protein complex, precatalytic spliceosome, RNA binding, SMN-Sm protein complex, spliceosomal snRNP assembly, spliceosomal tri-snRNP complex, U1 snRNP, U12-type spliceosomal complex, U2 snRNP, U4 snRNP, U5 snRNP"
"4374","Chir08Ox-b17190.2",7.69069340280433e-220,0.451516129158468,0.986,0.932,1.51199032299133e-215,"6","Chir08Ox-b17190.2",NA,NA,NA,NA,NA,NA,NA,NA
"4375","Chir03Ox-b33370.2",3.34145469246397e-219,0.461190169051298,0.979,0.918,6.56929992538417e-215,"6","Chir03Ox-b33370.2",8010,"AT4G30330",1744,1601,NA,NA,"PCP-like","nucleus, precatalytic spliceosome, spliceosomal snRNP assembly, U1 snRNP, U2 snRNP, U4 snRNP, U4/U6 x U5 tri-snRNP complex, U5 snRNP"
"4376","Chir06Ox-b30890.21",9.58507562531672e-219,0.396185529318782,0.634,0.337,1.88442586793727e-214,"6","Chir06Ox-b30890.2",NA,NA,NA,NA,NA,NA,NA,NA
"4377","Chir06Ox-b04460.2",1.18361575986244e-218,0.874782639608181,0.687,0.416,2.32698858388955e-214,"6","Chir06Ox-b04460.2",12900,"AT5G44560",2714,2477,NA,NA,"VPS2.2","endosome transport via multivesicular body sorting pathway, ESCRT III complex, late endosome to vacuole transport, multivesicular body, nucleus, protein binding, protein transport, vacuolar transport, vesicle-mediated transport"
"4378","Chir01Ox-b20490.21",5.53974234087087e-218,0.579240174987451,0.747,0.475,1.08911334421521e-213,"6","Chir01Ox-b20490.2",NA,NA,NA,NA,NA,NA,NA,NA
"4379","Chir07Ox-b35980.21",7.01942333691746e-218,0.709230053233311,0.971,0.909,1.38001862803797e-213,"6","Chir07Ox-b35980.2",NA,NA,NA,NA,NA,NA,NA,NA
"4380","Chir07Ox-b14210.21",3.50089147583602e-217,0.351928663175525,0.35,0.105,6.88275264149361e-213,"6","Chir07Ox-b14210.2",NA,NA,NA,NA,NA,NA,NA,NA
"4381","Chir07Ox-b06630.2",2.4957963718434e-216,0.43968497229446,0.776,0.511,4.90673566704412e-212,"6","Chir07Ox-b06630.2",NA,NA,NA,NA,NA,NA,NA,NA
"4382","Chir01Ox-b39150.21",3.82685147646049e-216,0.320808421371039,0.468,0.189,7.52359000272133e-212,"6","Chir01Ox-b39150.2",NA,NA,NA,NA,NA,NA,NA,NA
"4383","Chir04Ox-b15590.21",1.33259484218836e-215,0.275427265351523,0.508,0.215,2.61988145974231e-211,"6","Chir04Ox-b15590.2",NA,NA,NA,NA,NA,NA,NA,NA
"4384","Chir08Ox-b11990.22",1.5203017133999e-215,0.615494227120693,0.945,0.825,2.9889131685442e-211,"6","Chir08Ox-b11990.2",NA,NA,NA,NA,NA,NA,NA,NA
"4385","Chir07Ox-b36470.21",7.01464049017298e-215,0.453107179408381,0.938,0.797,1.37907832036801e-210,"6","Chir07Ox-b36470.2",NA,NA,NA,NA,NA,NA,NA,NA
"4386","Chir02Ox-b08860.21",4.44658547180639e-214,0.489255255666529,0.947,0.876,8.74198703757136e-210,"6","Chir02Ox-b08860.2",NA,NA,NA,NA,NA,NA,NA,NA
"4387","Chir03Ox-b01230.2",8.36399344835139e-213,0.965045919165891,0.382,0.134,1.64436111194588e-208,"6","Chir03Ox-b01230.2",5540,"AT3G02120",1184,688,NA,NA,"F1C9.2","cellular component biogenesis, cellular developmental process, cytokinesis, meiotic cell cycle process, molecular_function, nucleus, organelle organization, stomatal complex development"
"4388","Chir08Ox-b13190.21",1.57894786999763e-212,0.488686556734771,0.707,0.434,3.10421151241535e-208,"6","Chir08Ox-b13190.2",NA,NA,NA,NA,NA,NA,NA,NA
"4389","Chir06Ox-b11210.21",2.64953827602269e-212,0.409655319103961,0.832,0.573,5.20899225066061e-208,"6","Chir06Ox-b11210.2",NA,NA,NA,NA,NA,NA,NA,NA
"4390","Chir03Ox-b17520.21",2.80485873887423e-212,0.507195661613139,0.528,0.224,5.51435228062673e-208,"6","Chir03Ox-b17520.2",NA,NA,NA,NA,NA,NA,NA,NA
