,Chirsutav12,pval,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,X,Athaliana,Chir_length,Ath_length,TF,TF_family,Gene_code_name,Gene_functions
101,Chir03Ox-b31960.2,0,0.379598808,0.512,0.088,0,5,Chir03Ox-b31960.2,7908,AT2G17620,2441,2467,NA,NA,CYCB2;1,"centrosome, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, mitotic cell cycle phase transition, nucleus, protein binding, regulation of cyclin-dependent protein serine/threonine kinase activity"
102,Chir04Ox-b12570.2,0,0.266309132,0.474,0.098,0,5,Chir04Ox-b12570.2,8959,AT2G30820,2354,3453,NA,NA,F7F1.3,"male meiosis II, molecular_function, nucleus"
103,Chir05Ox-b04890.2,0,0.745681714,0.7,0.09,0,5,Chir05Ox-b04890.2,NA,NA,NA,NA,NA,NA,NA,NA
104,Chir05Ox-b16620.2,0,0.565726958,0.435,0.072,0,5,Chir05Ox-b16620.2,11600,AT3G51280,1963,1908,NA,NA,F24M12.320,"negative regulation of cellular process, RNA processing"
105,Chir05Ox-b21300.2,0,0.255752291,0.425,0.072,0,5,Chir05Ox-b21300.2,11984,AT3G55660,2586,2690,NA,NA,ATROPGEF6,"cellular component biogenesis, cytoskeleton organization, nucleus, regulation of organelle organization"
106,Chir05Ox-b28940.2,0,0.453663347,0.634,0.069,0,5,Chir05Ox-b28940.2,12590,AT3G63280,3698,3614,NA,NA,ATNEK4,"cellular response to oxygen-containing compound, phosphorylation, plasma membrane, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, response to abscisic acid, response to osmotic stress, response to water deprivation, tissue development"
107,Chir06Ox-b33050.2,0,0.55684546,0.698,0.08,0,5,Chir06Ox-b33050.2,15018,AT5G05940,2673,2755,NA,NA,ATROPGEF5,"cell division, cytoskeleton organization, nucleus, regulation of organelle organization"
108,Chir07Ox-b23260.2,0,0.271091774,0.45,0.059,0,5,Chir07Ox-b23260.2,17035,AT4G26170,2084,2454,Yes,HRT-like,AT4G26170.1,"cytoplasm, DNA binding, DNA methylation, extracellular region, nucleus, regulation of DNA-templated transcription"
109,Chir07Ox-b34930.2,0,0.39758621,0.503,0.094,0,5,Chir07Ox-b34930.2,18042,AT4G37490,2404,2422,NA,NA,CYC1,"centrosome, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, mitotic cell cycle phase transition, nucleus, protein binding, regulation of cell growth, regulation of cyclin-dependent protein serine/threonine kinase activity, response to gamma radiation"
110,Chir01Ox-b04280.2,0,0.419456159,0.449,0.052,0,6,Chir01Ox-b04280.2,362,AT1G05065,823,716,NA,NA,AT1G05065.1,"apoplast, cell-cell signaling involved in cell fate commitment, maintenance of root meristem identity, mitochondrion, phloem development, receptor serine/threonine kinase binding, regulation of cell differentiation"
111,Chir01Ox-b05360.21,0,0.602620444,0.587,0.094,0,6,Chir01Ox-b05360.2,NA,NA,NA,NA,NA,NA,NA,NA
112,Chir01Ox-b07190.21,0,0.705862649,0.646,0.091,0,6,Chir01Ox-b07190.2,NA,NA,NA,NA,NA,NA,NA,NA
113,Chir01Ox-b16530.21,0,0.553043393,0.422,0.048,0,6,Chir01Ox-b16530.2,NA,NA,NA,NA,NA,NA,NA,NA
114,Chir01Ox-b16770.21,0,0.27027598,0.419,0.07,0,6,Chir01Ox-b16770.2,NA,NA,NA,NA,NA,NA,NA,NA
115,Chir01Ox-b21570.2,0,0.349024172,0.352,0.032,0,6,Chir01Ox-b21570.2,1828,AT1G21810,2941,2848,NA,NA,AT1G21810.1,"cortical microtubule plus-end, cytoplasm, cytoplasmic vesicle, protein binding, protein-macromolecule adaptor activity"
116,Chir01Ox-b22090.21,0,0.607183175,0.453,0.098,0,6,Chir01Ox-b22090.2,NA,NA,NA,NA,NA,NA,NA,NA
117,Chir01Ox-b23320.21,0,0.26309263,0.409,0.099,0,6,Chir01Ox-b23320.2,NA,NA,NA,NA,NA,NA,NA,NA
118,Chir01Ox-b32760.2,0,1.902336037,0.431,0.032,0,6,Chir01Ox-b32760.2,2691,AT1G34245,1674,1106,NA,NA,AT1G34245.1,"extracellular region, guard cell differentiation, negative regulation of stomatal complex development, plant epidermis morphogenesis, protein kinase binding, stomatal complex development"
119,Chir02Ox-b15570.2,0,0.425259946,0.469,0.083,0,6,Chir02Ox-b15570.2,4411,AT1G69160,1705,1777,NA,NA,BGL1,"auxin transport, cell wall organization or biogenesis, developmental growth, glucosinolate metabolic process, mitochondrion, molecular_function, plasma membrane, positive regulation of auxin mediated signaling pathway, regulation of growth, response to auxin, response to blue light, response to brassinosteroid, response to lipid, response to low light intensity stimulus, response to organic cyclic compound, response to red or far red light, signal transduction"
120,Chir02Ox-b17470.21,0,0.44754004,0.553,0.094,0,6,Chir02Ox-b17470.2,NA,NA,NA,NA,NA,NA,NA,NA
121,Chir02Ox-b22510.21,0,0.394312006,0.44,0.073,0,6,Chir02Ox-b22510.2,NA,NA,NA,NA,NA,NA,NA,NA
122,Chir02Ox-b24270.21,0,0.412445536,0.373,0.068,0,6,Chir02Ox-b24270.2,NA,NA,NA,NA,NA,NA,NA,NA
123,Chir02Ox-b25190.21,0,0.302694365,0.368,0.062,0,6,Chir02Ox-b25190.2,NA,NA,NA,NA,NA,NA,NA,NA
124,Chir02Ox-b25200.2,0,0.341053389,0.354,0.051,0,6,Chir02Ox-b25200.2,5189,AT1G78172,1403,1115,NA,NA,NA,"mitochondrion, molecular_function, shoot system development"
125,Chir02Ox-b27910.2,0,2.673423965,0.683,0.051,0,6,Chir02Ox-b27910.2,5404,AT1G80080,1724,1830,NA,NA,TMM,"asymmetric cell division, cellular response to abscisic acid stimulus, defense response to fungus, membrane, peptide binding, protein binding, receptor serine/threonine kinase binding, regulation of antifungal innate immune response, response to abscisic acid, signal transduction, stomatal complex formation, stomatal complex morphogenesis, stomatal complex patterning, trichome morphogenesis"
126,Chir03Ox-b07970.21,0,0.467102685,0.382,0.059,0,6,Chir03Ox-b07970.2,NA,NA,NA,NA,NA,NA,NA,NA
127,Chir03Ox-b22760.2,0,0.678824463,0.415,0.068,0,6,Chir03Ox-b22760.2,7348,AT3G22760,3682,3853,Yes,CPP,SOL1,"DNA-binding transcription factor activity, mitotic G1 phase, mitotic G2 phase, mitotic S phase, nucleus, stomatal complex patterning, stomatal lineage progression, transcription cis-regulatory region binding"
128,Chir03Ox-b26100.2,0,0.559310856,0.354,0.046,0,6,Chir03Ox-b26100.2,7580,AT2G04100,3768,2436,NA,NA,AT2G04100.2,"antiporter activity, chloroplast, defense response to bacterium, defense response to other organism, membrane, regulation of defense response, response to fungus, secondary metabolic process, transmembrane transporter activity, xenobiotic detoxification by transmembrane export across the plasma membrane, xenobiotic transmembrane transporter activity"
129,Chir03Ox-b26570.21,0,0.667811032,0.486,0.08,0,6,Chir03Ox-b26570.2,NA,NA,NA,NA,NA,NA,NA,NA
130,Chir04Ox-b18640.21,0,0.39016662,0.482,0.072,0,6,Chir04Ox-b18640.2,NA,NA,NA,NA,NA,NA,NA,NA
131,Chir04Ox-b24360.21,0,0.402962652,0.517,0.078,0,6,Chir04Ox-b24360.2,NA,NA,NA,NA,NA,NA,NA,NA
132,Chir04Ox-b28190.21,0,0.845251214,0.415,0.081,0,6,Chir04Ox-b28190.2,NA,NA,NA,NA,NA,NA,NA,NA
133,Chir04Ox-b30440.21,0,0.629587189,0.489,0.054,0,6,Chir04Ox-b30440.2,NA,NA,NA,NA,NA,NA,NA,NA
134,Chir05Ox-b00470.21,0,0.490974523,0.549,0.079,0,6,Chir05Ox-b00470.2,NA,NA,NA,NA,NA,NA,NA,NA
135,Chir05Ox-b01380.2,0,0.777619784,0.481,0.055,0,6,Chir05Ox-b01380.2,10620,AT2G02450,3419,3282,Yes,NAC,ANAC034,"developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding"
136,Chir05Ox-b12760.2,0,0.392993133,0.409,0.093,0,6,Chir05Ox-b12760.2,NA,NA,NA,NA,NA,NA,NA,NA
137,Chir05Ox-b17990.21,0,0.270656174,0.362,0.059,0,6,Chir05Ox-b17990.2,NA,NA,NA,NA,NA,NA,NA,NA
138,Chir05Ox-b20690.21,0,0.278727983,0.394,0.075,0,6,Chir05Ox-b20690.2,NA,NA,NA,NA,NA,NA,NA,NA
139,Chir05Ox-b21050.21,0,0.410634527,0.544,0.1,0,6,Chir05Ox-b21050.2,NA,NA,NA,NA,NA,NA,NA,NA
140,Chir05Ox-b21740.2,0,0.542330896,0.387,0.077,0,6,Chir05Ox-b21740.2,12020,AT3G56100,2885,2953,NA,NA,MRLK,"chloroplast, membrane, multicellular organismal reproductive process, plasma membrane, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity"
141,Chir05Ox-b26010.21,0,0.313025132,0.428,0.064,0,6,Chir05Ox-b26010.2,NA,NA,NA,NA,NA,NA,NA,NA
142,Chir05Ox-b27770.2,0,1.548107776,0.558,0.048,0,6,Chir05Ox-b27770.2,12488,AT3G62070,1020,1049,NA,NA,T17J13.30,"cellular_component, defense response to other organism, meristem initiation, molecular_function, response to jasmonic acid, response to red or far red light"
143,Chir06Ox-b24990.21,0,0.46271655,0.58,0.096,0,6,Chir06Ox-b24990.2,NA,NA,NA,NA,NA,NA,NA,NA
144,Chir06Ox-b26070.21,0,0.306273416,0.439,0.08,0,6,Chir06Ox-b26070.2,NA,NA,NA,NA,NA,NA,NA,NA
145,Chir06Ox-b28370.2,0,0.810068321,0.53,0.033,0,6,Chir06Ox-b28370.2,14630,AT5G10890,1494,1545,NA,NA,T30N20.160,"asymmetric cell division, molecular_function, nucleus"
146,Chir06Ox-b33520.2,0,0.297892552,0.401,0.1,0,6,Chir06Ox-b33520.2,15057,AT5G05460,3284,3600,NA,NA,ENGase85A,"cytoplasm, hydrolase activity, hydrolyzing O-glycosyl compounds, mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity, N-glycan processing, protein deglycosylation, vacuole"
147,Chir06Ox-b36980.2,0,0.518404976,0.434,0.035,0,6,Chir06Ox-b36980.2,15352,AT5G01075,1216,656,NA,NA,TWS1,"endomembrane system, protein storage vacuole organization"
148,Chir06Ox-b37080.2,0,0.625719163,0.406,0.009,0,6,Chir06Ox-b37080.2,15360,AT5G01180,3574,2919,NA,NA,PTR5,"dipeptide transport, nucleus, plasma membrane, pollen tube growth, tripeptide transmembrane transporter activity"
149,Chir07Ox-b14510.2,0,0.745203254,0.495,0.043,0,6,Chir07Ox-b14510.2,16336,AT4G17680,1678,1745,NA,NA,EBS1,"nucleus, protein binding, regulation of defense response, response to alkaline pH, ubiquitin-protein transferase activity"
150,Chir07Ox-b15100.21,0,0.295618116,0.385,0.061,0,6,Chir07Ox-b15100.2,NA,NA,NA,NA,NA,NA,NA,NA
151,Chir07Ox-b16250.2,0,0.471497667,0.404,0.044,0,6,Chir07Ox-b16250.2,16487,AT4G19380,3972,4193,NA,NA,T5K18.160,"biological_process, chloroplast, flavin adenine dinucleotide binding, long-chain-alcohol oxidase activity"
152,Chir07Ox-b23030.21,0,0.427131905,0.518,0.079,0,6,Chir07Ox-b23030.2,NA,NA,NA,NA,NA,NA,NA,NA
153,Chir07Ox-b23930.21,0,0.445006506,0.526,0.074,0,6,Chir07Ox-b23930.2,NA,NA,NA,NA,NA,NA,NA,NA
154,Chir07Ox-b25450.21,0,0.285054231,0.414,0.074,0,6,Chir07Ox-b25450.2,NA,NA,NA,NA,NA,NA,NA,NA
155,Chir08Ox-b03330.2,0,0.359602916,0.412,0.049,0,6,Chir08Ox-b03330.2,NA,NA,NA,NA,NA,NA,NA,NA
156,Chir08Ox-b14990.2,0,1.145521785,0.711,0.042,0,6,Chir08Ox-b14990.2,19264,AT5G53210,3476,3036,Yes,bHLH,SPCH,"cytoplasm, DNA-binding transcription activator activity, DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of response to osmotic stress, regulation of stomatal complex development, response to low humidity, response to osmotic stress, stomatal complex development"
157,Chir08Ox-b17320.21,0,0.31370711,0.451,0.071,0,6,Chir08Ox-b17320.2,NA,NA,NA,NA,NA,NA,NA,NA
158,Chir08Ox-b23340.2,0,2.143199747,0.809,0.037,0,6,Chir08Ox-b23340.2,19923,AT5G60880,1756,1547,NA,NA,BASL,"asymmetric cell division, cell cortex, cell periphery, nucleus, plasma membrane, protein binding, regulation of asymmetric cell division, stomatal complex development, unidimensional cell growth"
159,Chir08Ox-b29730.21,0,0.522714074,0.403,0.097,0,6,Chir08Ox-b29730.2,NA,NA,NA,NA,NA,NA,NA,NA
160,Chir01Ox-b19910.2,0,0.287249714,0.386,0.063,0,7,Chir01Ox-b19910.2,1685,AT1G20010,3224,3113,NA,NA,TUB5,"chloroplast stroma, cytoplasm, cytosol, GTP binding, GTPase activity, microtubule, microtubule cytoskeleton organization, microtubule-based process, mitotic cell cycle, mRNA binding, nucleus, plant-type cell wall, plant-type vacuole, plasma membrane, protein binding, structural constituent of cytoskeleton, tubulin complex"
161,Chir01Ox-b24160.2,0,0.546097027,0.388,0.058,0,7,Chir01Ox-b24160.2,2036,AT1G27020,2423,2386,NA,NA,T7N9.8,"cytosol, defense response to bacterium, defense response to fungus, molecular_function, nucleus, oxoacid metabolic process, regulation of biological quality, response to wounding"
162,Chir01Ox-b28850.2,0,0.270493908,0.407,0.086,0,7,Chir01Ox-b28850.2,2419,AT1G30330,4275,5166,Yes,ARF,AT1G30330.1,"DNA-binding transcription factor activity, flower development, nucleus, protein binding, regulation of DNA-templated transcription, response to auxin"
163,Chir01Ox-b29650.2,0,0.476821262,0.465,0.078,0,7,Chir01Ox-b29650.2,2481,AT1G31040,3374,3054,NA,NA,PLATZ3,"leaf development, leaf senescence, mitochondrion, nucleus, response to auxin, response to cytokinin"
164,Chir01Ox-b35290.2,0,0.522438753,0.354,0.034,0,7,Chir01Ox-b35290.2,2832,AT1G44830,941,869,Yes,ERF,AtERF014,"DNA-binding transcription factor activity, jasmonic acid and ethylene-dependent systemic resistance, nucleus, positive regulation of DNA-templated transcription, regulation of innate immune response, regulation of pectin biosynthetic process, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding"
165,Chir03Ox-b20060.2,0,0.373890955,0.395,0.058,0,7,Chir03Ox-b20060.2,NA,NA,NA,NA,NA,NA,NA,NA
166,Chir03Ox-b30470.2,0,0.491141993,0.38,0.048,0,7,Chir03Ox-b30470.2,7821,AT2G16580,899,2587,NA,NA,SAUR8,"mitochondrion, molecular_function, response to abscisic acid, response to auxin"
167,Chir06Ox-b11590.2,0,0.485275595,0.417,0.093,0,7,Chir06Ox-b11590.2,13269,AT5G28490,1449,1293,NA,NA,LSH1,"mRNA transcription, nucleus, post-embryonic plant morphogenesis, response to blue light, response to far red light, response to light stimulus, response to red light, unidimensional cell growth"
168,Chir07Ox-b11520.2,0,1.049972825,0.469,0.074,0,7,Chir07Ox-b11520.2,16108,AT4G15210,2942,3192,NA,NA,ATBETA-AMY,"amylopectin maltohydrolase activity, beta-amylase activity, extracellular region, response to herbivore, secretory vesicle, starch catabolic process"
169,Chir07Ox-b35240.2,0,0.852067516,0.457,0.057,0,7,Chir07Ox-b35240.2,18069,AT4G37800,1782,2075,NA,NA,XTH7,"cell wall biogenesis, cellular component biogenesis, extracellular region, hydrolase activity, hydrolyzing O-glycosyl compounds, plant-type cell wall organization or biogenesis, polysaccharide binding, xyloglucan metabolic process, xyloglucan:xyloglucosyl transferase activity"
170,Chir08Ox-b06850.2,0,2.817558174,0.614,0.087,0,7,Chir08Ox-b06850.2,18751,AT4G11320,2349,2713,NA,NA,CP2,"cysteine-type endopeptidase activity, extracellular region, extracellular space, lysosome, peptidase activity, proteolysis, proteolysis involved in protein catabolic process"
171,Chir01Ox-b00010.21,0,0.44577065,0.41,0.08,0,8,Chir01Ox-b00010.2,NA,NA,NA,NA,NA,NA,NA,NA
172,Chir01Ox-b05280.21,0,0.828787649,0.494,0.038,0,8,Chir01Ox-b05280.2,NA,NA,NA,NA,NA,NA,NA,NA
173,Chir01Ox-b05360.22,0,0.826024479,0.637,0.095,0,8,Chir01Ox-b05360.2,NA,NA,NA,NA,NA,NA,NA,NA
174,Chir01Ox-b16770.22,0,0.357717022,0.422,0.072,0,8,Chir01Ox-b16770.2,NA,NA,NA,NA,NA,NA,NA,NA
175,Chir01Ox-b22640.21,0,0.708890586,0.39,0.076,0,8,Chir01Ox-b22640.2,NA,NA,NA,NA,NA,NA,NA,NA
176,Chir01Ox-b22670.21,0,0.458660283,0.402,0.059,0,8,Chir01Ox-b22670.2,NA,NA,NA,NA,NA,NA,NA,NA
177,Chir01Ox-b23320.22,0,0.38979356,0.46,0.098,0,8,Chir01Ox-b23320.2,NA,NA,NA,NA,NA,NA,NA,NA
178,Chir01Ox-b25300.2,0,0.571313824,0.446,0.045,0,8,Chir01Ox-b25300.2,2133,AT1G25425,1194,1463,NA,NA,AT1G25425.1,"apoplast, carboxylic acid metabolic process, cell wall biogenesis, cell-cell signaling involved in cell fate commitment, chromosome organization, developmental growth, flavonoid metabolic process, mitochondrion, pigment biosynthetic process, receptor serine/threonine kinase binding, response to light stimulus"
179,Chir01Ox-b31710.21,0,0.448974273,0.424,0.084,0,8,Chir01Ox-b31710.2,NA,NA,NA,NA,NA,NA,NA,NA
180,Chir01Ox-b33150.21,0,0.482998252,0.538,0.092,0,8,Chir01Ox-b33150.2,NA,NA,NA,NA,NA,NA,NA,NA
181,Chir02Ox-b06050.21,0,0.730851726,0.568,0.097,0,8,Chir02Ox-b06050.2,NA,NA,NA,NA,NA,NA,NA,NA
182,Chir02Ox-b11260.21,0,0.686061336,0.557,0.032,0,8,Chir02Ox-b11260.2,NA,NA,NA,NA,NA,NA,NA,NA
183,Chir02Ox-b17080.2,0,0.418165413,0.449,0.082,0,8,Chir02Ox-b17080.2,4534,AT1G70550,3260,3378,NA,NA,F24J13.12,"cell division, cell wall biogenesis, mitochondrion, molecular_function, plant-type cell wall organization or biogenesis, regionalization, response to inorganic substance, small molecule metabolic process"
184,Chir02Ox-b20610.21,0,0.975214457,0.564,0.085,0,8,Chir02Ox-b20610.2,NA,NA,NA,NA,NA,NA,NA,NA
185,Chir03Ox-b03470.22,0,0.81818278,0.672,0.1,0,8,Chir03Ox-b03470.2,NA,NA,NA,NA,NA,NA,NA,NA
186,Chir03Ox-b05000.21,0,0.471650598,0.432,0.059,0,8,Chir03Ox-b05000.2,NA,NA,NA,NA,NA,NA,NA,NA
187,Chir04Ox-b01250.21,0,0.471268521,0.48,0.075,0,8,Chir04Ox-b01250.2,NA,NA,NA,NA,NA,NA,NA,NA
188,Chir04Ox-b01290.21,0,0.543128369,0.418,0.064,0,8,Chir04Ox-b01290.2,NA,NA,NA,NA,NA,NA,NA,NA
189,Chir04Ox-b07440.21,0,0.315087059,0.423,0.098,0,8,Chir04Ox-b07440.2,NA,NA,NA,NA,NA,NA,NA,NA
190,Chir04Ox-b14660.21,0,0.386443915,0.408,0.064,0,8,Chir04Ox-b14660.2,NA,NA,NA,NA,NA,NA,NA,NA
191,Chir04Ox-b25720.21,0,0.431830302,0.399,0.056,0,8,Chir04Ox-b25720.2,NA,NA,NA,NA,NA,NA,NA,NA
192,Chir04Ox-b28250.2,0,1.048554787,0.615,0.09,0,8,Chir04Ox-b28250.2,10262,AT2G45450,1248,1066,NA,NA,AT2G45450.1,"adaxial/abaxial axis specification, leaf shaping, mitochondrion, protein binding"
193,Chir05Ox-b00470.22,0,0.339399658,0.423,0.09,0,8,Chir05Ox-b00470.2,NA,NA,NA,NA,NA,NA,NA,NA
194,Chir05Ox-b13360.21,0,0.77558208,0.54,0.058,0,8,Chir05Ox-b13360.2,NA,NA,NA,NA,NA,NA,NA,NA
195,Chir05Ox-b20690.22,0,0.461249387,0.47,0.072,0,8,Chir05Ox-b20690.2,NA,NA,NA,NA,NA,NA,NA,NA
196,Chir06Ox-b11030.2,0,0.499858577,0.393,0.037,0,8,Chir06Ox-b11030.2,13240,AT5G49330,4232,2749,Yes,MYB,ATMYB111,"DNA-binding transcription factor activity, flavonol biosynthetic process, nucleus, positive regulation of flavonol biosynthetic process, protein binding, response to light stimulus, response to UV-B"
197,Chir06Ox-b14120.2,0,0.395489883,0.357,0.031,0,8,Chir06Ox-b14120.2,13441,AT5G25620,3665,3827,NA,NA,YUC6,"auxin biosynthetic process, drought recovery, flavin adenine dinucleotide binding, indole-3-pyruvate monooxygenase activity, monooxygenase activity, N,N-dimethylaniline monooxygenase activity, NADP binding, protein-disulfide reductase (NAD(P)) activity, response to ethylene, response to oxidative stress"
198,Chir06Ox-b21610.21,0,1.291104038,0.759,0.1,0,8,Chir06Ox-b21610.2,NA,NA,NA,NA,NA,NA,NA,NA
199,Chir06Ox-b22300.21,0,0.437511101,0.415,0.046,0,8,Chir06Ox-b22300.2,NA,NA,NA,NA,NA,NA,NA,NA
200,Chir06Ox-b24060.22,0,0.861828122,0.604,0.1,0,8,Chir06Ox-b24060.2,NA,NA,NA,NA,NA,NA,NA,NA
201,Chir06Ox-b26070.22,0,0.44432703,0.473,0.08,0,8,Chir06Ox-b26070.2,NA,NA,NA,NA,NA,NA,NA,NA
202,Chir06Ox-b30250.2,0,0.895273409,0.355,0.028,0,8,Chir06Ox-b30250.2,14787,AT5G08640,1913,1773,NA,NA,FLS,"cytoplasm, dioxygenase activity, flavonoid biosynthetic process, flavonol synthase activity, naringenin 3-dioxygenase activity, protein binding, response to auxin, response to light stimulus"
203,Chir06Ox-b33100.21,0,0.534281577,0.539,0.1,0,8,Chir06Ox-b33100.2,NA,NA,NA,NA,NA,NA,NA,NA
204,Chir07Ox-b01020.21,0,0.464307137,0.471,0.072,0,8,Chir07Ox-b01020.2,NA,NA,NA,NA,NA,NA,NA,NA
205,Chir07Ox-b04790.21,0,0.433099734,0.414,0.083,0,8,Chir07Ox-b04790.2,NA,NA,NA,NA,NA,NA,NA,NA
206,Chir07Ox-b15100.22,0,0.424031527,0.437,0.06,0,8,Chir07Ox-b15100.2,NA,NA,NA,NA,NA,NA,NA,NA
207,Chir07Ox-b15110.21,0,0.549378988,0.381,0.072,0,8,Chir07Ox-b15110.2,NA,NA,NA,NA,NA,NA,NA,NA
208,Chir07Ox-b23030.22,0,0.369154536,0.439,0.087,0,8,Chir07Ox-b23030.2,NA,NA,NA,NA,NA,NA,NA,NA
209,Chir07Ox-b24740.2,0,0.443979317,0.374,0.054,0,8,Chir07Ox-b24740.2,NA,NA,NA,NA,NA,NA,NA,NA
210,Chir07Ox-b31740.21,0,0.335011923,0.38,0.068,0,8,Chir07Ox-b31740.2,NA,NA,NA,NA,NA,NA,NA,NA
211,Chir07Ox-b33760.21,0,0.470751209,0.426,0.084,0,8,Chir07Ox-b33760.2,NA,NA,NA,NA,NA,NA,NA,NA
212,Chir07Ox-b36850.2,0,0.466768318,0.367,0.049,0,8,Chir07Ox-b36850.2,18207,AT4G38860,1171,1047,NA,NA,SAUR16,"mitochondrion, molecular_function, response to abscisic acid, response to auxin, response to brassinosteroid, response to red or far red light"
213,Chir08Ox-b06650.21,0,0.341241059,0.38,0.065,0,8,Chir08Ox-b06650.2,NA,NA,NA,NA,NA,NA,NA,NA
214,Chir08Ox-b17320.22,0,0.311803819,0.387,0.077,0,8,Chir08Ox-b17320.2,NA,NA,NA,NA,NA,NA,NA,NA
215,Chir08Ox-b27370.21,0,0.671272522,0.381,0.038,0,8,Chir08Ox-b27370.2,NA,NA,NA,NA,NA,NA,NA,NA
216,Chir01Ox-b02600.21,0,1.038860701,0.864,0.094,0,9,Chir01Ox-b02600.2,NA,NA,NA,NA,NA,NA,NA,NA
217,Chir01Ox-b05830.2,0,0.327182618,0.358,0.049,0,9,Chir01Ox-b05830.2,493,AT1G06475,684,573,NA,NA,NA,"cellular_component, cytokinesis, molecular_function, response to chitin, tetrapyrrole metabolic process"
218,Chir01Ox-b16660.21,0,0.861099093,0.626,0.075,0,9,Chir01Ox-b16660.2,NA,NA,NA,NA,NA,NA,NA,NA
219,Chir01Ox-b23560.21,0,0.784554173,0.752,0.065,0,9,Chir01Ox-b23560.2,NA,NA,NA,NA,NA,NA,NA,NA
220,Chir01Ox-b24480.2,0,0.299249488,0.396,0.026,0,9,Chir01Ox-b24480.2,2060,AT1G26760,1794,1791,NA,NA,ATXR1,biological_process
221,Chir01Ox-b29140.2,0,0.567163648,0.741,0.099,0,9,Chir01Ox-b29140.2,2443,AT1G30600,3917,4135,NA,NA,T5I8.5,"cellular developmental process, cytokinesis, extracellular region, meiotic cell cycle process, pattern specification process, plasmodesma, regulation of developmental process, serine-type endopeptidase activity, small molecule metabolic process, tissue development"
222,Chir01Ox-b38200.2,0,0.39269982,0.546,0.082,0,9,Chir01Ox-b38200.2,NA,NA,NA,NA,NA,NA,NA,NA
223,Chir01Ox-b38820.21,0,0.777875586,0.784,0.078,0,9,Chir01Ox-b38820.2,NA,NA,NA,NA,NA,NA,NA,NA
224,Chir02Ox-b02100.21,0,1.784567938,0.878,0.077,0,9,Chir02Ox-b02100.2,NA,NA,NA,NA,NA,NA,NA,NA
225,Chir02Ox-b02110.21,0,1.055687421,0.804,0.053,0,9,Chir02Ox-b02110.2,NA,NA,NA,NA,NA,NA,NA,NA
226,Chir02Ox-b13120.2,0,0.777488189,0.723,0.087,0,9,Chir02Ox-b13120.2,4217,AT1G67035,1044,980,NA,NA,F1O19.9,"biological_process, cellular_component, molecular_function"
227,Chir02Ox-b23180.2,0,0.266078304,0.466,0.083,0,9,Chir02Ox-b23180.2,5013,AT1G76130,3546,3530,NA,NA,ATAMY2,"alpha-amylase activity, calcium ion binding, extracellular region, sucrose catabolic process"
228,Chir03Ox-b04700.22,0,1.102711902,0.602,0.098,0,9,Chir03Ox-b04700.2,NA,NA,NA,NA,NA,NA,NA,NA
229,Chir03Ox-b06410.21,0,0.488059497,0.626,0.092,0,9,Chir03Ox-b06410.2,NA,NA,NA,NA,NA,NA,NA,NA
230,Chir03Ox-b10770.21,0,0.993195867,0.703,0.069,0,9,Chir03Ox-b10770.2,NA,NA,NA,NA,NA,NA,NA,NA
231,Chir03Ox-b12040.22,0,1.509826682,0.541,0.083,0,9,Chir03Ox-b12040.2,NA,NA,NA,NA,NA,NA,NA,NA
232,Chir03Ox-b16050.2,0,0.735658208,0.657,0.08,0,9,Chir03Ox-b16050.2,6806,AT3G16280,1036,1060,Yes,ERF,ERF036,"alpha-amino acid metabolic process, carboxylic acid biosynthetic process, DNA-binding transcription factor activity, glucosinolate metabolic process, nucleus, regulation of DNA-templated transcription, response to inorganic substance, response to wounding, transcription cis-regulatory region binding"
233,Chir03Ox-b30200.22,0,0.787364587,0.61,0.083,0,9,Chir03Ox-b30200.2,NA,NA,NA,NA,NA,NA,NA,NA
234,Chir03Ox-b31960.22,0,0.837573401,0.729,0.081,0,9,Chir03Ox-b31960.2,NA,NA,NA,NA,NA,NA,NA,NA
235,Chir03Ox-b35140.21,0,0.617717634,0.622,0.07,0,9,Chir03Ox-b35140.2,NA,NA,NA,NA,NA,NA,NA,NA
236,Chir04Ox-b02430.2,0,0.804709221,0.598,0.088,0,9,Chir04Ox-b02430.2,8348,AT2G23130,1202,1251,NA,NA,AGP17,"growth, membrane, molecular_function, plasma membrane"
237,Chir04Ox-b16340.21,0,0.835267769,0.601,0.046,0,9,Chir04Ox-b16340.2,NA,NA,NA,NA,NA,NA,NA,NA
238,Chir04Ox-b24880.21,0,2.208898084,0.917,0.087,0,9,Chir04Ox-b24880.2,NA,NA,NA,NA,NA,NA,NA,NA
